Filename,Test_index,Presentation,Question,Class_label
c5eb076f-35c9-41ab-928a-a03811453bbd,0,2,1,0
741cdc4b-6097-4218-9946-e7068eff2cb2,0,1,1,1
6ffe4933-3202-451b-ae6b-fee85cafc829,2,2,10,2
c79d798d-9626-4abe-896d-ed04c3f7b709,2,1,2,2
0795a849-b83d-45e8-841d-38cd5f603261,3,2,1,0
afe48e80-2b45-4a57-85e7-4570a83b5a54,0,2,7,1
30ed9f84-fc72-45fc-b287-2c7ebf9ea1ed,1,2,1,1
450917fd-12df-4c92-a20f-18f7d2b5979c,0,3,8,2
79fc59f4-85f3-454e-bd13-f290743895ac,3,2,0,1
516b65f1-8c87-4876-94e5-c0eb89ebe2e0,1,1,2,0
9dc477b5-a1b1-46fc-95f7-fd495c899330,0,2,8,1
b7eae996-aae1-47ef-bd62-6af8f0262e3d,1,1,1,0
300f2e0f-3a67-495f-9234-201286444649,0,2,6,1
29a77418-7a32-47f0-a23a-d50580d8f616,3,2,3,0
c5eb076f-35c9-41ab-928a-a03811453bbd,0,1,4,0
66f84cb7-b38d-469a-9b26-d864984d336e,2,1,5,1
1ecf300d-152e-4acc-a76d-46e67c37a045,1,2,2,0
baafcb07-4eff-4e44-afe2-51d3b65b6964,0,1,1,0
cdc490d2-1b09-4dfb-a4b7-f3184f0fe669,2,1,6,2
7501729c-980f-4e8e-9e3c-d149bfbf2848,2,1,3,1
2ebefac6-1992-4b04-816c-8ff3743d9faf,0,3,8,1
f2574d6f-f391-4581-81fe-d3a92f0e158d,0,2,2,1
e3302ee3-12c0-4ef2-84f8-504441a905f3,4,1,3,0
25b5dd74-f730-4ebe-8d63-8b973f89ad3a,3,3,1,0
f53381e4-141b-4cdd-a12a-177796e0a44f,0,1,7,1
65fc4846-1d7f-4227-8f6a-6c03b6d677fb,0,1,9,1
46caec75-921c-4311-9b74-29b5eeb9f15d,0,1,7,1
e0c6d847-4631-42f3-a3d7-5835d667f2a4,4,1,0,1
6f8801d8-37b6-438e-8a58-759ad206ccbb,0,2,8,2
2cb77002-6c26-4b8f-9f63-5b44594908fe,2,2,6,1
7637872c-4de6-49fb-ba5c-a7eba417a03e,0,2,8,1
d2ac8711-3389-4863-826e-3f48a19806b1,3,1,5,1
2976f377-916a-436f-91a4-a7f45d5205a0,2,4,0,2
ae90d1d9-1185-4ba2-857c-c8b26702ddc6,0,2,11,1
76756a98-cb5b-4d0a-b293-e5bf30ec9428,0,2,2,2
5b1a141e-04d5-45f3-b095-2be387b0b279,1,1,7,1
8579215b-ea02-4ca8-a364-9e0d4efbfc05,3,2,1,0
3ca21dcd-0b2c-498b-9368-71136da97b68,0,3,9,0
f53381e4-141b-4cdd-a12a-177796e0a44f,2,1,1,0
259ae67c-a02a-460e-986f-486d122d4aa0,4,2,2,2
e558ba2d-fec6-44c7-a242-bae7b6a3ad7b,1,2,7,0
e10d34ff-b857-4ef3-8ea7-973e19d1e58a,3,1,1,1
98c6f8bb-a6d3-4d12-8b6a-1e5208af919c,2,3,2,1
1696ea87-9e5b-40b3-814e-510778e6eb6f,0,3,4,1
8a5ff8c9-c3b5-44c8-9f38-8d53d9ed95a3,2,3,1,0
b788df45-671f-4bd0-9dd1-ad9df1b72ba4,0,3,3,1
c6116381-8469-49be-b77e-c0b1967c44bf,0,3,0,1
63622265-53f0-4193-b3f6-045b5d0e07d2,3,3,9,1
5e3f9a8c-0fce-4d2b-8b48-3bc93600bc32,0,1,8,1
7336e3a1-dbc4-481c-85a9-796fad5ab0c0,1,1,0,1
5c386548-3e7a-4d56-a017-8944daacf1e6,0,1,4,1
7501729c-980f-4e8e-9e3c-d149bfbf2848,1,2,3,0
33eb4fc1-92ac-48b5-b0f7-be47ef19638b,2,2,8,2
296f0355-11d3-48da-b7e7-4f1e2e0815d9,4,3,6,2
0e1fc69d-7cdf-4ce6-a409-8eb68e89c2bd,0,3,1,2
8869df6a-13a7-4199-8d84-d68f56bdce3b,2,2,0,2
fbad6fde-83d4-47ef-a5d8-9e52ee51432b,3,3,3,1
8fc2feb2-c17e-4b92-99c6-2f00053785fe,2,1,3,0
4fe9ad76-157e-4887-873a-ed68782fe658,3,2,1,1
9b7a779c-128c-4ecd-9d58-6289ea68241d,2,1,2,1
12555fb4-ea91-428f-955e-bc84d4e5cb74,0,1,0,2
344e583d-70d4-46e1-8e95-652022d2b5b6,0,3,2,1
3311805c-1ebc-490a-8bb6-4ede8ca40e89,3,3,11,1
48faf533-2c0a-43af-b5f9-a1339add4fe4,0,3,0,1
2fd0c474-c517-4c7e-adb8-8cea9a2de3ea,3,1,6,2
2cca6503-9983-46f6-9b4a-0843ba9ad788,3,3,0,1
1193e2df-e428-430e-af8e-8c0890e82812,3,3,10,1
eef06d06-1c5f-4011-b513-4a2ca5155039,1,1,2,2
ab024f6c-ea4e-4d9a-a6cd-cfbbae008dba,3,1,5,2
27c0479d-7a32-4174-a558-f181204a1dc2,0,2,10,0
0a806426-3190-420d-9039-30f3d750390a,0,3,7,1
987e50d2-e494-494d-89a1-5dc04371d018,0,3,2,1
ad6f775a-b141-4691-84ed-38d79f5bf30d,3,1,5,1
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,4,2,3,1
29a77418-7a32-47f0-a23a-d50580d8f616,0,3,3,1
e2d0db24-736f-4202-9b27-13bf9d674ffd,2,3,9,2
dddff2b1-7dee-4ae7-9e86-ca3cb1f722f7,3,3,1,2
9a86e7d4-21ff-43d8-8561-9629cae7123b,0,3,0,1
ea4f5055-2972-4dfd-824f-bc4883804346,0,1,7,2
0d69ed03-2b91-42d5-bf04-db46002cc798,1,1,2,1
c6099b4d-800b-4ef2-ba5e-e96a1924bac4,0,1,5,1
e83ec571-b192-4f61-86fe-8fd2be61fb33,2,3,7,1
801bfa67-bf71-4340-b578-a9ed33cbe1e3,1,2,3,1
6b06bf4a-c89d-4a8c-b0d2-542f01585e04,2,2,1,1
377f06be-bea1-408d-85de-38df3c9aa91e,1,3,3,1
787548e4-dbfa-421b-b0b3-51230c941169,1,1,1,1
f820c2b4-0f0d-4a1c-ab73-0cc9bc1cd910,1,3,3,2
46a69bf6-ed5f-47bf-ba59-314e691e8da9,3,2,7,1
c3f48f60-00a8-49b5-82fe-64af16754e9a,1,2,0,1
7f062974-af77-4bf3-91d1-ff7b70ba50e7,2,2,11,0
0657f4ec-d8bd-4589-ac18-1e333388b405,0,1,4,2
1696ea87-9e5b-40b3-814e-510778e6eb6f,0,1,10,1
f82e0a1a-964b-4709-a82e-81c006d274c3,0,1,0,0
0a806426-3190-420d-9039-30f3d750390a,4,2,3,1
a9cc5706-a7d7-4dfc-8bb7-6f531d9c89ac,3,3,5,1
b684e3ee-b73a-43fc-b64d-5e73605c80cd,5,3,0,1
a3f436cf-c31d-46ce-9513-15cd3cb1c788,0,1,5,1
24c56821-4752-4e1a-b2a6-2b6ec9cd80cb,0,3,7,1
cb9ed059-e2e4-49c1-b294-5aec43d90fc8,1,1,3,1
dc8d6b84-6bbe-4bb2-bb2b-125859805a98,3,3,11,2
6ad83bda-6f0c-4114-9f73-f9b27ea3d369,3,3,3,1
48faf533-2c0a-43af-b5f9-a1339add4fe4,4,3,3,0
d34f2974-7554-4a29-8931-5ce48a6704ff,2,2,9,2
a9cc5706-a7d7-4dfc-8bb7-6f531d9c89ac,3,1,7,1
0795a849-b83d-45e8-841d-38cd5f603261,1,1,3,2
ef1aa93b-922d-4c32-955c-8f82bea2731a,0,2,3,1
377f06be-bea1-408d-85de-38df3c9aa91e,2,3,10,0
e3302ee3-12c0-4ef2-84f8-504441a905f3,4,2,3,1
da4bc5e7-16c2-4534-a20b-b48f6dd7a39d,0,1,11,0
4aa3673b-8259-4e08-8331-3deecef49358,3,3,5,1
cdc490d2-1b09-4dfb-a4b7-f3184f0fe669,3,3,1,1
bc6b2495-6c6c-40d0-b601-d77ca8415c70,2,1,1,1
ec9fff29-d9cc-4c28-abe1-3c9d1edaa45a,0,3,7,1
beb3af48-ba1f-44da-85a1-3769216a732b,0,1,1,1
bc6b2495-6c6c-40d0-b601-d77ca8415c70,3,3,11,2
7336e3a1-dbc4-481c-85a9-796fad5ab0c0,0,2,2,2
37b29aaf-fb49-43e3-a58f-247a171aa160,2,2,1,1
46caec75-921c-4311-9b74-29b5eeb9f15d,2,2,2,2
7336e3a1-dbc4-481c-85a9-796fad5ab0c0,3,1,3,2
e51ea640-0b6f-417b-a87b-0a59c4dde47a,3,2,3,1
ac48ef85-8c18-487a-8ff1-1822fde676c6,0,1,6,1
9479f634-afbc-4dcb-90b0-b0b0ee23005d,2,2,4,1
a9cc5706-a7d7-4dfc-8bb7-6f531d9c89ac,0,1,0,1
25fa78a5-cf0f-46e1-9a7a-2132b135ff89,2,2,7,1
f820c2b4-0f0d-4a1c-ab73-0cc9bc1cd910,3,1,10,1
71545d2c-cd53-445f-8230-9b264cd20235,0,3,0,1
5d17ef1e-df79-486b-b081-edfa10b0e6f7,2,1,1,0
a0a047c6-48af-4ba3-9bcd-8dcc8a415870,0,1,0,1
ac48ef85-8c18-487a-8ff1-1822fde676c6,2,1,9,2
450917fd-12df-4c92-a20f-18f7d2b5979c,2,1,0,0
14720885-426c-45ae-bc95-17ca7bb2c72a,0,3,4,1
a9cc5706-a7d7-4dfc-8bb7-6f531d9c89ac,2,1,0,1
33b248fd-b58f-4c58-94b5-e83b695e5f75,1,2,1,1
63622265-53f0-4193-b3f6-045b5d0e07d2,3,1,0,0
cbde43f6-6dac-4385-b435-f46a8ef4e930,3,2,3,1
0c3c37ca-ae71-4b88-a6af-67cd6f1d0099,0,2,7,1
795206ac-1585-44fd-ac75-97ede13afe27,3,3,3,1
ef445c9a-ce55-475e-8c54-b45a30b2817b,4,2,0,1
6b06bf4a-c89d-4a8c-b0d2-542f01585e04,0,1,5,0
5dfcc252-14d0-4643-9814-2dadec48c2f3,0,3,11,1
2cb77002-6c26-4b8f-9f63-5b44594908fe,2,1,8,1
33eb4fc1-92ac-48b5-b0f7-be47ef19638b,3,2,0,0
9a469c0d-2886-44c1-b3b8-adaf29de92ba,0,3,11,0
5d17ef1e-df79-486b-b081-edfa10b0e6f7,1,2,1,1
5e10d156-2ba0-4cc6-8da5-39d84674b73f,0,2,6,1
c74f5292-c8e8-4ef2-a963-7d035e5e3330,2,3,0,1
d3a02ea9-9042-4c4c-a333-2ca36dd31b8a,2,2,1,1
29a77418-7a32-47f0-a23a-d50580d8f616,2,2,4,1
5e3f9a8c-0fce-4d2b-8b48-3bc93600bc32,1,1,3,1
f82e0a1a-964b-4709-a82e-81c006d274c3,2,3,3,1
d2ac8711-3389-4863-826e-3f48a19806b1,4,2,0,2
6ab30f3e-933d-42d4-8c17-b817545e51fb,0,1,10,0
6fb0f0b9-e5b3-4f03-8cbc-ae9fc9c2cb30,2,2,0,0
25fa78a5-cf0f-46e1-9a7a-2132b135ff89,4,1,2,2
2cb77002-6c26-4b8f-9f63-5b44594908fe,0,1,4,2
c80cfb30-d80e-407b-a5b8-9eb53c6d8e64,3,2,10,2
48900cf9-7a45-44c7-8973-623c32f259ec,1,3,0,0
e934c1b3-b695-423c-8ab1-6850891ef3dc,2,3,6,0
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,2,2,0,1
33b248fd-b58f-4c58-94b5-e83b695e5f75,0,1,10,1
20d5a4c4-42b3-43f2-a34d-6796e803c590,0,3,11,1
d6b9856a-6a66-4034-9fe7-058b8904579b,0,2,4,0
db7f06ea-7491-4ad9-9c8d-2f7b3dcf208f,2,3,9,1
afa2b77b-8be6-472e-a468-041254a0c902,0,1,11,1
8e8a5146-f063-4b7a-9f10-5c6ab7ef04dd,0,3,1,1
04fe9492-e753-4591-90cb-df7c7d9a97d6,2,2,5,1
33ab9c36-aca1-4ec3-9934-4b0ed8327204,3,1,2,0
48faf533-2c0a-43af-b5f9-a1339add4fe4,2,1,8,0
3ac74804-c496-4199-ba7f-fb81734e0cef,0,1,3,1
f2e8d1b5-052f-4889-9c80-70d13baaef05,2,2,3,1
0543d6d8-21a5-4e88-8fa2-370fc24a4981,3,3,5,2
296f0355-11d3-48da-b7e7-4f1e2e0815d9,2,2,3,1
f1bd20f4-0970-45cf-85da-3f63b20e9ef1,0,2,4,1
25b5dd74-f730-4ebe-8d63-8b973f89ad3a,3,3,0,1
5e8250f0-e492-45c8-bcfc-c16723824f31,1,1,1,2
4b9cc703-e025-42b2-96a3-a41238525c54,1,3,1,1
0795a849-b83d-45e8-841d-38cd5f603261,1,2,0,1
06adb0d5-d9ad-44a1-82ee-34342f1f3488,3,3,1,1
e3302ee3-12c0-4ef2-84f8-504441a905f3,3,2,8,2
f53381e4-141b-4cdd-a12a-177796e0a44f,0,3,9,0
646685a7-2257-4f79-addd-22a670b13fab,1,1,2,2
63622265-53f0-4193-b3f6-045b5d0e07d2,2,2,8,1
3edad763-a934-4083-b87a-d116855a0ab8,0,2,10,1
3ac74804-c496-4199-ba7f-fb81734e0cef,0,2,6,1
1ba3fc3a-4642-4aa7-8343-e96ba09beb9a,2,1,2,1
00b38188-82ee-4f1d-9661-485338815751,3,3,0,1
bd836dfb-af30-47e2-8438-fb76ca1859ed,2,2,1,2
b1c1f1cd-9747-4fe6-b5a4-015bf6f9b201,2,1,12,1
baafcb07-4eff-4e44-afe2-51d3b65b6964,3,2,5,2
48900cf9-7a45-44c7-8973-623c32f259ec,1,1,8,0
af968dc5-dcf1-4610-97dc-eb87ea19429b,1,3,6,0
48faf533-2c0a-43af-b5f9-a1339add4fe4,1,3,1,0
4aa3673b-8259-4e08-8331-3deecef49358,0,2,4,2
ee265809-5af5-4dac-b091-f48abf7ab3a8,2,2,1,1
92f3adf5-a4c3-4e97-b585-21ddb445d96a,1,3,3,1
42814d21-cd6d-4142-91f1-1f7376cc357b,2,3,3,1
2c233ea8-19da-497a-b8ad-96a99f275ea0,3,2,0,1
8579215b-ea02-4ca8-a364-9e0d4efbfc05,0,3,8,2
259ae67c-a02a-460e-986f-486d122d4aa0,0,1,5,1
de65c204-a41e-4370-a138-7acef6ac2766,0,1,3,1
d6b9856a-6a66-4034-9fe7-058b8904579b,3,2,1,1
b684e3ee-b73a-43fc-b64d-5e73605c80cd,4,1,6,2
e0c6d847-4631-42f3-a3d7-5835d667f2a4,2,1,6,1
ec4bc5e1-aed8-4994-a154-6b6df17914ae,1,2,1,0
9269f472-0b67-4367-9567-59580e806ee4,2,3,11,1
9479f634-afbc-4dcb-90b0-b0b0ee23005d,0,3,12,1
968db607-c15a-4177-bd23-31497d56ce1a,0,2,5,2
377f06be-bea1-408d-85de-38df3c9aa91e,0,2,7,1
55c610c8-e7a5-404a-b132-42f6cb4c4d25,3,2,6,1
74547dbb-75bb-48b7-beb0-e72887ed86fc,3,2,0,1
98c6f8bb-a6d3-4d12-8b6a-1e5208af919c,3,3,10,1
9a86e7d4-21ff-43d8-8561-9629cae7123b,0,1,9,2
2677aa46-d53a-4991-8c99-273a0db03040,0,1,10,1
bda702d9-8338-413a-a385-a65d21281906,1,2,0,2
14720885-426c-45ae-bc95-17ca7bb2c72a,1,3,0,2
e8bf54c7-cb4e-4b92-b058-b560695da878,1,2,0,2
55e9552f-0616-4d1d-ae93-378d8f6a3dac,0,1,4,1
238527b3-dfbc-4760-b8ee-b62185da4472,2,3,1,1
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,2,3,8,1
cdc490d2-1b09-4dfb-a4b7-f3184f0fe669,3,3,2,1
ad6f775a-b141-4691-84ed-38d79f5bf30d,0,3,5,2
9fa44183-5fc7-44db-8b9d-9bd3eae02100,1,2,7,1
ae90d1d9-1185-4ba2-857c-c8b26702ddc6,2,1,5,2
3ec149af-976e-4c33-acf0-3d451946547b,2,2,5,1
1193e2df-e428-430e-af8e-8c0890e82812,0,1,3,1
90b19f5e-5be0-4f38-a0e3-06482573effe,2,1,2,1
bd836dfb-af30-47e2-8438-fb76ca1859ed,2,3,2,0
1696ea87-9e5b-40b3-814e-510778e6eb6f,2,3,3,1
43ad1837-ec6a-4936-af6e-69f211c0b712,0,3,11,0
9cef4e30-899f-4739-b54b-c360047bcda2,3,3,1,2
e3302ee3-12c0-4ef2-84f8-504441a905f3,0,1,9,1
fcbe8631-e21c-41d6-975f-6de80d663bcf,3,2,0,0
4be5894a-47c4-4018-968f-3291d8144808,1,2,1,1
c6116381-8469-49be-b77e-c0b1967c44bf,3,1,5,2
524b0618-1975-4508-9b8e-a3a369011843,0,3,10,1
5a3defc8-e5e6-42f9-aff3-75d97686ee41,3,3,0,1
87b0da35-c216-4bb7-91a7-c53937e1f770,3,3,9,1
8579215b-ea02-4ca8-a364-9e0d4efbfc05,1,3,3,1
d6b9856a-6a66-4034-9fe7-058b8904579b,3,1,10,1
5dfcc252-14d0-4643-9814-2dadec48c2f3,3,1,4,1
57e28d00-ca7e-4553-a243-7a63db5c3e3c,3,1,5,1
ff9f1820-4dbc-47fb-ac2f-eeff31cb1501,3,1,8,1
d71f9db8-f93b-4cab-89ce-5d52a6627034,3,3,1,1
33eb4fc1-92ac-48b5-b0f7-be47ef19638b,0,2,8,1
595095f2-459d-41e6-820e-8f34c6b62748,0,2,9,1
42814d21-cd6d-4142-91f1-1f7376cc357b,1,2,1,2
3311805c-1ebc-490a-8bb6-4ede8ca40e89,2,3,3,0
1b6c5b9d-0262-4cfc-badc-fdcbd797e22d,3,1,8,0
1904f709-5b12-4173-8acd-56c9f8d351a0,3,2,0,1
e70c5224-f95a-467a-b4a8-881e8dd0b0c5,2,3,3,1
ca78a646-7573-429b-959f-6028e2e56ebe,3,1,3,2
2162a2b6-8e21-44bc-931b-a635867d80b9,0,3,7,1
3ac74804-c496-4199-ba7f-fb81734e0cef,3,3,6,1
dff4a3a1-3d58-4072-a903-e5b38e2c541f,3,1,11,1
25419406-1a14-4aa5-9661-6e14802f67b7,3,3,2,1
16fee3d6-8d7a-4366-a491-e83c47dc3691,0,2,1,2
c6116381-8469-49be-b77e-c0b1967c44bf,0,3,8,1
0421ef12-a395-4d4c-85c5-022d712b4399,0,2,2,1
de829f5b-14d9-4859-b3de-338a9c808245,0,1,6,0
5e3f9a8c-0fce-4d2b-8b48-3bc93600bc32,3,3,0,0
36b230c4-749e-47b9-b9dd-2f6ad95bfc8c,0,3,10,1
3ac74804-c496-4199-ba7f-fb81734e0cef,1,3,3,0
cf8be478-da63-4e15-818c-ba0e3710fc9d,2,1,7,1
10a262c5-b4ad-4e1c-acab-53e55fec9bf9,0,3,1,1
25fa78a5-cf0f-46e1-9a7a-2132b135ff89,4,1,1,1
0543d6d8-21a5-4e88-8fa2-370fc24a4981,0,2,0,1
33330413-28b5-48cf-b386-796a951e08a3,2,3,9,2
c79d798d-9626-4abe-896d-ed04c3f7b709,0,3,5,2
0543d6d8-21a5-4e88-8fa2-370fc24a4981,2,2,1,0
d04e1f37-2707-4b38-9bae-2fa0d9ee48e4,0,1,6,1
2fd0c474-c517-4c7e-adb8-8cea9a2de3ea,0,3,5,1
dd9adadc-4b30-4216-b623-6f40818433fd,0,3,4,0
47c33800-ec0f-43e2-97a9-fc81e4a3a754,1,2,1,1
8a5ff8c9-c3b5-44c8-9f38-8d53d9ed95a3,1,2,0,0
5e10d156-2ba0-4cc6-8da5-39d84674b73f,0,1,8,1
4be5894a-47c4-4018-968f-3291d8144808,0,2,6,1
d1620f10-fef5-4a80-9f81-29b8bc787c0c,1,2,2,2
8f43a714-1fc4-4f27-915a-c51d2dae5921,4,1,2,1
f1c7e36a-cf72-4828-98f3-eaaa6bf644d5,1,2,6,1
3311805c-1ebc-490a-8bb6-4ede8ca40e89,3,2,3,2
b12e465c-122f-4edc-bf23-cc929f84daa7,1,2,0,1
36b230c4-749e-47b9-b9dd-2f6ad95bfc8c,1,2,2,0
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,0,3,0,1
6a733286-952a-4255-988f-6805d211d446,1,1,12,0
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,0,3,9,1
92f3adf5-a4c3-4e97-b585-21ddb445d96a,0,3,11,1
fdac1a9b-e4a5-4912-8135-8d1b0916424f,1,1,3,1
63622265-53f0-4193-b3f6-045b5d0e07d2,2,1,1,1
375c056c-a7f7-4355-912d-ced7768a807d,3,3,0,1
7931579c-48f5-4fcc-8805-faa7176786a5,0,2,4,1
576b54c6-5bc1-4ec0-aac3-3555bde64476,3,2,7,1
b93d3faf-ad80-435c-a7b7-bdb39695edb8,0,1,3,1
1696ea87-9e5b-40b3-814e-510778e6eb6f,0,2,1,1
dc61b9b4-2a5d-4a4e-bbbf-ffe039a5aee9,3,2,4,2
817555cc-422e-4a7f-a059-d2331d9e0371,3,1,6,1
ce585696-bb30-4bcf-a37f-f514b078364b,3,2,7,1
ba7997f5-a06f-40e1-ac5b-599c7925305d,3,3,3,2
787548e4-dbfa-421b-b0b3-51230c941169,2,1,10,2
46a69bf6-ed5f-47bf-ba59-314e691e8da9,3,1,1,2
d62a3de7-7bac-4e10-ad9a-5fd945def9b3,0,1,5,1
ab024f6c-ea4e-4d9a-a6cd-cfbbae008dba,3,3,7,1
345cc102-13f2-40eb-a044-db3c011a0693,2,2,3,1
cd4bc9a1-f7b4-4108-9eed-e08bddb4dcc2,3,1,10,1
0e1fc69d-7cdf-4ce6-a409-8eb68e89c2bd,1,3,3,2
8a2b534b-4c73-48c7-ac3e-188dfba09b39,0,3,0,0
fefd767f-e663-4b87-b9ee-314cf463ce7d,0,3,11,1
ac48ef85-8c18-487a-8ff1-1822fde676c6,0,3,4,1
d62a3de7-7bac-4e10-ad9a-5fd945def9b3,3,2,5,0
f8f6af3a-81ec-48bb-a1a2-289d5a9d8147,2,2,10,1
7e525733-d6de-4e26-ba8e-cbaad661e2c5,0,2,1,0
994ce660-5f81-4a5a-9df7-18318debc559,0,2,6,1
d6b9856a-6a66-4034-9fe7-058b8904579b,2,3,2,1
3ec149af-976e-4c33-acf0-3d451946547b,0,3,1,2
c77a9bde-0413-4209-9a77-8cf5c1bfb939,1,2,4,1
c8c2826b-f14f-4c71-b08e-d8340a3416a7,0,1,9,0
dc61b9b4-2a5d-4a4e-bbbf-ffe039a5aee9,2,1,0,1
f5d544a7-c43d-4656-bfae-61ebd312bf06,3,2,7,1
0d30aeca-c160-4376-880a-92a0f486f9e2,3,2,7,1
a0a047c6-48af-4ba3-9bcd-8dcc8a415870,3,3,6,0
e9a78f98-b5c6-4d2a-8a84-6c099c36cb20,2,1,10,1
8ba8cac4-906b-4194-94b5-1fbdde0a7ee0,3,1,10,1
90b19f5e-5be0-4f38-a0e3-06482573effe,1,2,1,0
42814d21-cd6d-4142-91f1-1f7376cc357b,3,3,12,1
d4766545-421f-4fc7-9288-abf6022475c2,2,3,8,0
706eee9b-e9c2-4966-8b8c-d8a46747b340,2,3,0,0
bd836dfb-af30-47e2-8438-fb76ca1859ed,0,1,7,1
0d69ed03-2b91-42d5-bf04-db46002cc798,1,1,4,2
1f5b69ec-9d19-4f66-9904-82f14fbd8ce1,2,3,12,2
0a806426-3190-420d-9039-30f3d750390a,2,3,0,2
7258a06a-bf02-4952-bbb9-fb589693b453,2,1,2,1
238527b3-dfbc-4760-b8ee-b62185da4472,1,3,1,1
32d1a2c0-16ac-498f-a3e9-92149e563a65,0,2,4,1
e77f596e-7dad-4737-a248-9173af0729d7,3,3,7,0
47c33800-ec0f-43e2-97a9-fc81e4a3a754,1,2,0,1
ff9f1820-4dbc-47fb-ac2f-eeff31cb1501,0,1,4,2
6ffe4933-3202-451b-ae6b-fee85cafc829,2,2,1,0
ec9fff29-d9cc-4c28-abe1-3c9d1edaa45a,0,3,5,1
2d2d4020-b3f3-4e1b-bad0-403dfd1a9945,1,1,0,0
2c233ea8-19da-497a-b8ad-96a99f275ea0,2,2,2,2
7cf1fe41-747a-4a05-abb5-f74f8e2d33ff,0,2,7,1
6ad83bda-6f0c-4114-9f73-f9b27ea3d369,0,1,3,2
4be5894a-47c4-4018-968f-3291d8144808,0,3,7,0
76123113-990b-4b8d-9265-968e6ed6babb,3,3,5,1
3ac74804-c496-4199-ba7f-fb81734e0cef,1,1,3,0
c80cfb30-d80e-407b-a5b8-9eb53c6d8e64,0,2,2,1
12555fb4-ea91-428f-955e-bc84d4e5cb74,3,2,11,2
8fc79c7f-bbdb-4512-b460-c75aacd1a3c7,2,3,7,1
e5032b36-42bc-40c6-880d-bda7d07e2017,1,1,7,1
104f018d-2868-4b60-8b86-4db40ec92f30,3,2,1,0
8e8a5146-f063-4b7a-9f10-5c6ab7ef04dd,0,2,1,1
8cd3d985-1c48-4610-8397-d8b154edd5fb,0,3,11,1
e0601201-7619-4de0-9fa6-40f62a738d51,4,2,0,1
f4186a49-de0d-48f4-b944-f0d0bc7a4ef1,0,1,10,2
63622265-53f0-4193-b3f6-045b5d0e07d2,2,2,3,1
85541099-c440-414f-9e78-84a534cc96bf,3,2,4,1
7e8a81a0-8c88-4cb3-a890-74dbdc5f335e,1,1,0,0
1904f709-5b12-4173-8acd-56c9f8d351a0,0,1,9,2
8cd3d985-1c48-4610-8397-d8b154edd5fb,0,2,1,2
29a77418-7a32-47f0-a23a-d50580d8f616,0,2,3,0
9b7a779c-128c-4ecd-9d58-6289ea68241d,4,2,3,1
b5a221de-906d-4b23-bdd5-9924faf6657d,3,2,5,2
d7c437ac-0167-497f-9090-7ccacc776507,3,1,8,2
0795a849-b83d-45e8-841d-38cd5f603261,4,1,7,2
44825a16-3b32-4592-af47-26e9d48cd569,1,2,11,1
90b19f5e-5be0-4f38-a0e3-06482573effe,2,3,2,1
a376c3b7-8bd7-4399-ad9f-173b2d672b81,2,3,2,1
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,1,3,3,0
cb1b9e7d-1dc0-4014-9b8e-cde53dd24006,1,2,0,2
af89426d-63f8-4feb-9c2e-5b7fd2d745db,3,3,3,1
1ba3fc3a-4642-4aa7-8343-e96ba09beb9a,1,3,5,0
0a806426-3190-420d-9039-30f3d750390a,1,3,11,0
968db607-c15a-4177-bd23-31497d56ce1a,3,2,2,2
f5d544a7-c43d-4656-bfae-61ebd312bf06,0,1,6,1
b1c1f1cd-9747-4fe6-b5a4-015bf6f9b201,2,3,7,2
0c8ce17b-249d-45b5-915a-fed28711cc31,0,3,9,1
0d30aeca-c160-4376-880a-92a0f486f9e2,2,2,0,2
e0601201-7619-4de0-9fa6-40f62a738d51,3,1,5,1
29a77418-7a32-47f0-a23a-d50580d8f616,0,2,6,1
78c00f5e-e5ac-4612-a2c4-8015f7909d34,1,1,6,0
5d17ef1e-df79-486b-b081-edfa10b0e6f7,0,1,11,2
e2fee74b-931e-4cfb-a9e6-917169f2613f,0,1,5,2
66f84cb7-b38d-469a-9b26-d864984d336e,1,1,0,0
63f99483-f4d2-496a-a8e1-5af32039de15,3,1,9,2
cf22b87d-0ee1-410f-8250-47f1aae953cb,4,3,0,0
7cf1fe41-747a-4a05-abb5-f74f8e2d33ff,1,3,0,2
fe533f7c-9019-4b06-885d-c1a0bdd8f5d6,2,3,4,0
795206ac-1585-44fd-ac75-97ede13afe27,2,3,3,1
8a2b534b-4c73-48c7-ac3e-188dfba09b39,2,3,1,0
9dbe75b4-5354-4f4e-87d6-87c8431d9a17,1,3,0,1
f820c2b4-0f0d-4a1c-ab73-0cc9bc1cd910,0,1,8,2
7d9ed1ba-ae6a-436d-a5b2-eef29a64de15,3,3,1,1
8869df6a-13a7-4199-8d84-d68f56bdce3b,0,1,5,1
4d6dac54-742f-4f64-a038-5d9414d7c2e7,3,2,11,0
e49e750b-ce31-4dea-a563-0e274b0310df,3,2,7,1
62cff62f-fdd0-4b48-aeb6-afed69e9486d,0,2,7,1
987e50d2-e494-494d-89a1-5dc04371d018,0,2,7,0
6b0d957d-12a7-41fd-9b7b-998b08e03680,3,1,8,1
